,Company Name,Symbols
0,Bank of Baroda,BANKBARODA.NS
1,Bank of India,BANKINDIA.NS
2,The Jammu & Kashmir Bank Limited,J&KBANK.NS
3,Punjab National Bank,PNB.NS
4,State Bank of India,SBIN.NS
5,Central Bank of India,CENTRALBK.NS
6,Indian Overseas Bank,IOB.NS
7,UCO Bank,UCOBANK.NS
8,Bank of Maharashtra,MAHABANK.NS
9,Union Bank of India,UNIONBANK.NS
10,Canara Bank,CANBK.NS
11,Punjab & Sind Bank,PSB.NS
12,Indian Bank,INDIANB.NS
