,Company Name,Symbols
0,Sun TV Network Limited,SUNTV.NS
1,Dish TV India Limited,DISHTV.NS
2,PVR Limited,PVR.NS
3,Zee Entertainment Enterprises Limited,ZEEL.NS
4,Hathway Cable & Datacom Limited,HATHWAY.NS
5,INOX Leisure Limited,INOXLEISUR.NS
6,TV18 Broadcast Limited,TV18BRDCST.NS
7,Network18 Media & Investments Limited,NETWORK18.NS
8,Nazara Technologies Limited,NAZARA.NS
9,Saregama India Limited,SAREGAMA.NS
