,Company Name,Symbols
0,HCL Technologies Limited,HCLTECH.NS
1,Tech Mahindra Limited,TECHM.NS
2,Coforge Limited,COFORGE.NS
3,Tata Consultancy Services Limited,TCS.NS
4,MphasiS Limited,MPHASIS.NS
5,Infosys Limited,INFY.NS
6,Larsen & Toubro Infotech Limited,LTI.NS
7,L&T Technology Services Limited,LTTS.NS
8,MindTree Limited,MINDTREE.NS
9,Wipro Limited,WIPRO.NS
