,Company Name,Symbols
0,Godrej Properties Limited,GODREJPROP.NS
1,Sobha Limited,SOBHA.NS
2,Macrotech Developers Limited,LODHA.NS
3,Indiabulls Real Estate Limited,IBREALEST.NS
4,Brigade Enterprises Limited,BRIGADE.NS
5,Prestige Estates Projects Limited,PRESTIGE.NS
6,The Phoenix Mills Limited,PHOENIXLTD.NS
7,DLF Limited,DLF.NS
8,Oberoi Realty Limited,OBEROIRLTY.NS
9,Sunteck Realty Limited,SUNTECK.NS
