Coromandel International Ltd,COROMANDEL.BO,,,
Deepak Nitrite Ltd,DEEPAKNI.BO,,,
Dharamsi Morarji Chemical Co Ltd,DHARAMSI.BO,,,
FERMENTA BIOTECH Ltd,FERMENTA.BO,,,
GOCL Corporation Ltd,GOCLCORP.BO,,,
Jayshree Chemicals Ltd,JAYCH.BO,,,
JL Morison (India) Ltd,JLMORI.BO,,,
Kanoria Chemicals & Industries Ltd,KANORICHEM.BO,,,
Keltech Energies Ltd,KELENRG.BO,,,
Kemp & Company Ltd,KEMP.BO,,,
Nitta Gelatin India Ltd,NITTAGELA.BO,,,
MP Agro Industries Ltd,MPAGI.BO,,,
Oriental Carbon & Chemicals Ltd,ORIENTCQ.BO,,,
PCBL Ltd,PCBL.BO,,,
Amal Ltd,AMAL.BO,,,
Polychem Ltd,POLYCHEM.BO,,,
Punjab Chemicals and Crop Protection Ltd,PUNJABCHEM.BO,,,
Gujchem Distillers India Ltd,GUJCMDS.BO,,,
Sadhana Nitrochem Ltd,SADHNANIQ.BO,,,
Sudarshan Chemical Indus Ltd,SUDARSCHEM.BO,,,
Ultramarine & Pigments Ltd,ULTRAMAR.BO,,,
Transpek Industry Ltd,TRANSPEK.BO,,,
Unichem Laboratories Ltd,UNICHEMLAB.BO,,,
Mysore Petro Chemicals Ltd,MYSORPETRO.BO,,,
Alkyl Amines Chemicals Ltd,ALKYLAMINE.BO,,,
TUTICORIN ALKALI CHEMICALS AND FERTILIZERS Ltd,TUTIALKA.BO,,,
AstraZeneca Pharma India Ltd,ASTRAZEN.BO,,,
Punjab Alkalies & Chemicals Ltd,PACL.BO,,,
TANFAC Industries Ltd,TANFACIND.BO,,,
Gujarat Petrosynthese Ltd,GUJPETR.BO,,,
Master Chemicals Ltd,MASCH.BO,,,
Gujarat Themis Biosyn Ltd,GUJTHEM.BO,,,
Jaysynth Dyestuff (India) Ltd,JAYSYN.BO,,,
Makers Laboratories Ltd,MAKERSL.BO,,,
Continental Chemicals Ltd,CONTCHM.BO,,,
JB Chemicals & Pharmaceuticals Lt,JBCHEPHARM.BO,,,
Indo Gulf Industries  Ltd,IGLFXPL-B.BO,,,
Advance Petrochemicals Ltd,ADVPETR-B.BO,,,
Rajasthan Petro Synthetics Ltd,RAJSPTR.BO,,,
Blue Chip Tex Industries Ltd,BLUECHIPT.BO,,,
Jagatjit Industries Ltd,JAGAJITIND.BO,,,
Kesar Enterprises Ltd,KESARENT.BO,,,
Tilaknagar Industries Ltd,TI.BO,,,
Emerald Leisures Ltd,EMERALL.BO,,,
Ravalgaon Sugar Farm Ltd,RAVALSUGAR.BO,,,
Sakthi Sugars Ltd,SAKHTISUG.BO,,,
Walchandnagar Industries Ltd,WALCHANNAG.BO,,,
Khoday India Ltd,KHODAY.BO,,,
IFB Agro Industries Ltd,IFBAGRO.BO,,,
Dharani Sugars & Chemicals Ltd,DHARSUGAR.BO,,,
Kothari Fermanatation & Biochem Ltd,KFBL.BO,,,
Caprolactam Chemicals ltd,CAPRO.BO,,,
GM Breweries Ltd,GMBREW.BO,,,
Rana Sugars Ltd,RANASUG.BO,,,
Piccadily Sugar  & Allied Ltd,PICCASUG.BO,,,
Riga Sugar Company Ltd,RIGASUG.BO,,,
Som Distilleries & Breweries Ltd,SDBL.BO,,,
CJ Gelatine Products Ltd,CJGEL.BO,,,
Amrit Corp Ltd,AMRITCORP.BO,,,
Associated Alcohols & Breweries Ltd,ASALCBR.BO,,,
Coromandel Agro Products & Oils Ltd,CORAGRO.BO,,,
Foods & Inns Ltd,FOODSIN.BO,,,
IVP Ltd,IVP.BO,,,
KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM.BO,,,
Olympic Oil Industries Ltd,OLYOI.BO,,,
Milkfood Ltd,MLKFOOD.BO,,,
Polson Ltd,POLSON.BO,,,
Sagar Soya Products Ltd,SAGRSOY-B.BO,,,
Wipro  Ltd,WIPRO.BO,,,
Orient Beverages Ltd,ORIBEVER.BO,,,
Dhanuka Agritech Ltd,DHANUKA.BO,,,
TTK Healthcare Ltd,TTKHEALTH.BO,,,
TGV SRAAC Ltd,TGVSL.BO,,,
Lime Chemicals Ltd,LIMECHM.BO,,,
Kanpur Plastipack Ltd,KANPRPLA.BO,,,
Tainwala Chemicals & Plastics Ltd,TAINWALCHM.BO,,,
Jagsonpal Pharmaceuticals Ltd,JAGSNPHARM.BO,,,
Khaitan Chemicals & Fertilizers Ltd,KHAICHEM.BO,,,
United Leasing & Industries Ltd,UNTTEMI.BO,,,
National Oxygen Ltd,NOL.BO,,,
Gillette India Ltd,GILLETTE.BO,,,
Wires & Fabriks (SA) Ltd,WIREFABR.BO,,,
ANSAL HOUSING Ltd,ANSALHSG.BO,,,
Mac Charles (India) Ltd,MCCHRLS-B.BO,,,
Addi Industries Ltd,ADDIND.BO,,,
Pioneer Investcorp Ltd,PIONRINV.BO,,,
Ashnoor Textiles Mills Ltd,ASHNOOR.BO,,,
Unitech Ltd,UNITECH.BO,,,
VIP Industries Ltd,VIPIND.BO,,,
FIBERWEB (INDIA) LTD,FIBERWEB.BO,,,
LKP Finance Ltd,LKPFIN.BO,,,
East Buildtech Ltd,EASTBUILD.BO,,,
Manipal Finance Corporation Ltd,MNPLFIN.BO,,,
Bajaj Steel Industries Ltd,BAJAJST.BO,,,
Kiduja  India  Ltd,KIDUJA.BO,,,
Key Corp Ltd,KEYCORP.BO,,,
Shikhar Leasing and Trading Ltd,SHIKHARLETR.BO,,,
Gujarat Hotels Ltd,GUJHOTE.BO,,,
Rajath Finance Ltd,RAJATH.BO,,,
Ras Resorts & Apart Hotels Ltd,RASRESOR.BO,,,
Paramount Cosmetics (India) Ltd,PARMCOS-B.BO,,,
Jindal Hotels Ltd,JINDHOT.BO,,,
Jupiter Industries & Leasing Ltd,JPTRLES.BO,,,
Simmonds-Marshall Ltd,SIMMOND.BO,,,
B & A Ltd,BNALTD.BO,,,
Ledo Tea Co Ltd,LEDOTEA.BO,,,
Hawkins Cooker Ltd,HAWKINCOOK.BO,,,
Warren Tea Ltd,WARRENTEA.BO,,,
Best Eastern Hotels Ltd,BESTEAST.BO,,,
Neelamalai Agro Industries Ltd,NEAGI.BO,,,
IST Ltd,ISTLTD.BO,,,
Cosmo Films Ltd,COSMOFILMS.BO,,,
New Markets Advisory Ltd,NEWMKTADV.BO,,,
Apollo Hospitals Enterprises Ltd,APOLLOHOSP.BO,,,
Nitin Castings Ltd,NITINCAST.BO,,,
SMIFS Capital Markets Ltd,SMIFS.BO,,,
Everest Industries Ltd,EVERESTIND.BO,,,
IRONWOOD EDUCATION Ltd,IRONWOOD.BO,,,
MSR India Ltd,MSRINDIA.BO,,,
Northern Projects Ltd,NORTHPR.BO,,,
Joy Realty Ltd,JOYREALTY.BO,,,
AYM Syntex Ltd,AYMSYNTEX.BO,,,
Panasonic Carbon India CoLtd,PANCARBON.BO,,,
Finkurve Financial Services Ltd,FINKURVE.BO,,,
HB Leasing & Finance Co Ltd,HBLEAS.BO,,,
Shricon Industries Ltd,SHRICON.BO,,,
Sterling Guarantee & Fin Ltd,STRLGUA.BO,,,
Sulabh Engineers & Services Ltd,SULABEN.BO,,,
Navneet Education Ltd,NAVNETEDUL.BO,,,
Kedia Construction Co Ltd,KEDIACN.BO,,,
Transoceanic Properties Ltd,TRANOCE.BO,,,
AuSom Enterprise Ltd,AUSOMENT.BO,,,
Ruchi Infrastructure Ltd,RUCHINFRA.BO,,,
VJTF Eduservices Ltd,VJTFEDU.BO,,,
Voltaire Leasing & Finance Ltd,VOLLF.BO,,,
Netlink Solutions (India) Ltd,NETLINK.BO,,,
Leena Consultancy Ltd,ZLEENCON.BO,,,
Lancor Holdings Ltd,LANCORHOL.BO,,,
Indian Infotech And Software Ltd,INDINFO.BO,,,
Banas Finance Ltd,BANASFN.BO,,,
Visaka Industries Ltd,VISAKAIND.BO,,,
Hathway Bhawani Cabletel & Datacom,HATHWAYB.BO,,,
Pressman Advertising Ltd,PRESSMN.BO,,,
Gufic BioSciences Ltd,GUFICBIO.BO,,,
Photon Capital Advisors Ltd,PHOTON.BO,,,
Oswal Leasing Ltd,OSWALEA.BO,,,
GRP Ltd,GRPLTD.BO,,,
Indag Rubber Ltd,INDAG.BO,,,
MM Rubber Company Ltd,MMRUBBR-B.BO,,,
PTL Enterprises Ltd,PTL.BO,,,
TVS Srichakra Ltd,TVSSRICHAK.BO,,,
Sanathnagar Enterprises Ltd,SEL.BO,,,
Benares Hotels Ltd,BENARAS.BO,,,
Bhagwati Oxygen Ltd,BHAGWOX.BO,,,
BOMBAY OXYGEN INVESTMENTS Ltd,BOMOXY-B1.BO,,,
Cravatex Ltd,CRAVATEX.BO,,,
Berger Paints India Ltd,BERGEPAINT.BO,,,
Caprihans India Ltd,CAPRIHANS.BO,,,
Graphite India Ltd,GRAPHITE.BO,,,
ITD Cementation India Ltd,ITDCEM.BO,,,
Empire Industries Ltd,EMPIND.BO,,,
Graviss Hospitality Ltd,GRAVISSHO.BO,,,
GARWARE TECHNICAL FIBRES Ltd,GARFIBRES.BO,,,
Garware Marine Industries Ltd,GARWAMAR.BO,,,
Goa Carbon Ltd,GOACARBON.BO,,,
Hardcastle & Waud Mfg Co Ltd,HARDCAS.BO,,,
HEG Ltd,HEG.BO,,,
Hindustan Composites Ltd,HINDCOMPOS.BO,,,
Hindustan Housing Co Ltd,ZHINDHSG.BO,,,
HIL Ltd,HIL.BO,,,
Indian Card Clothing Ltd,INDIANCARD.BO,,,
International Conveyors Ltd,INTLCONV.BO,,,
Jay Shree Tea & Industries Ltd,JAYSHREETEA.BO,,,
Modern Shares and Stockbrokers Ltd,MODRNSH.BO,,,
Oseaspre Consultants Ltd,OSEASPR.BO,,,
HUHTAMAKI INDIA Ltd,HUHTAMAKI.BO,,,
Premier Synthetics Ltd,PREMSYN.BO,,,
RJ Shah & Co Ltd,RJSHAH.BO,,,
Shah Construction Co Ltd,SHAHCON.BO,,,
Shalimar Paints Ltd,SHALPAINTS.BO,,,
Sinnar Bidi Udyog Ltd,SINNAR.BO,,,
Hindoostan Mills Ltd,HINDMILL.BO,,,
Southern Gas Ltd,ZSOUTGAS.BO,,,
Technojet Consultants Ltd,TECHCON.BO,,,
Supreme Industries Ltd,SUPREMEIND.BO,,,
Thacker & Co Ltd,THACKER.BO,,,
VST Industries Ltd,VSTIND.BO,,,
Swasti Vinayaka Synthetics Ltd,SWASTIVI.BO,,,
Madhusudan Securities Ltd,MADHUSE.BO,,,
Yamini Investments Company Ltd,YAMNINV.BO,,,
Premier Capital Services Ltd,PREMCAP.BO,,,
MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN.BO,,,
Jindal Drilling & Industries Ltd,JINDRILL.BO,,,
Kusam Electrical Industies Ltd,KUSUMEL.BO,,,
Jumbo Finance Ltd,JUMBFNL.BO,,,
Sakthi Finance Ltd,SAKTHIFIN.BO,,,
EASY FINCORP Ltd,EASYFIN.BO,,,
Sat Industries Ltd,SATINDLTD.BO,,,
Tivoli Construction Ltd,TVOLCON.BO,,,
Shiva Texyarn Ltd,SHIVTEX.BO,,,
VBDesai Financial Services Ltd,VBDESAI.BO,,,
First Custodian Fund (India) Ltd,1STCUS.BO,,,
Kamanwala Housing Construction Ltd,KAMANWALA.BO,,,
Wall Street Finance Ltd,WSFIN.BO,,,
Remi Securities Ltd,REMITR.BO,,,
Anjani Foods Ltd,ANJANIFOODS.BO,,,
RKD AGRI & RETAIL Ltd,RKDAGRRTL.BO,,,
Parshwanath Corporation Ltd,PARSHWANA.BO,,,
Suryakripa Finance Ltd,SURYAKR.BO,,,
Millennium Online Solutions (India) Ltd,MILLENNIUM.BO,,,
ICDS Ltd,ICDSLTD.BO,,,
Can Fin Homes Ltd,CANFINHOME.BO,,,
Munoth Capital Market Ltd,MUNCAPM.BO,,,
IL & FS Investment Managers Ltd,IVC.BO,,,
Shriram Transport Finance Co Ltd,SRTRANSFIN.BO,,,
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN.BO,,,
Sagar Systech Ltd,SAGARSYST.BO,,,
ID INFO BUSINESS SERVICES LTD,IDINFO.BO,,,
VLS Finance Ltd,VLSFINANCE.BO,,,
India Cements Capital Ltd,INDCEMCAP.BO,,,
AD-Manum Finance Ltd,ADMANUM.BO,,,
Mehta Integrated Finance Ltd,MEHIF.BO,,,
Inter Globe Finance Ltd,INTRGLB.BO,,,
MUNOTH COMMUNICATION Ltd,MCLTD.BO,,,
SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD,SHRISTI.BO,,,
CREST VENTURES Ltd,CREST.BO,,,
Vakrangee Ltd,VAKRANGEE.BO,,,
Gujarat Credit Corporation Ltd,GUJCRED.BO,,,
Dharani Finance Ltd,DHARFIN.BO,,,
Alexander Stamps And Coin Ltd,ALEXANDER.BO,,,
Indbank Merchant Banking Services L,INDBANK.BO,,,
Bharat Bhushan Share & Commodity Brokers Ltd,BHARAT.BO,,,
Capital Trust Ltd,CAPITALT.BO,,,
Ushakiran Finance Ltd,USHAKIRA.BO,,,
Vivo Bio tech Ltd,VIVOBIOT.BO,,,
Veerhealth Care Ltd,VEERHEALTH.BO,,,
Pan India Corporation Ltd,PANINDIAC.BO,,,
Sahara HousingFina Corporation Ltd,SAHARAHOUS.BO,,,
NDA Securities ltd,NDASEC.BO,,,
GSB Finance Ltd,GSBFIN.BO,,,
Morarka Finance Ltd,MORARKFI.BO,,,
Monarch Networth Capital Ltd,MONARCH.BO,,,
Pro Fin Capital Services Ltd,PROFINC.BO,,,
Times Guaranty Ltd,TIMESGTY.BO,,,
Som Datt Finance Corporation Ltd,SODFC.BO,,,
Regency Trust Ltd,REGTRUS.BO,,,
Avonmore Capital & Management Services Ltd,AVONMORE.BO,,,
Libord Finance Ltd,LIBORDFIN.BO,,,
Yash Management & Satellite Ltd,YASHMGM.BO,,,
Arihant Capital Markets Ltd,ARIHCAPM.BO,,,
ISL Consulting Ltd,ISLCONSUL.BO,,,
IM+ Capitals Ltd,IMCAP.BO,,,
Sambhaav Media Ltd,SAMBHAAV.BO,,,
Dugar Housing Developments Ltd,DUGARHOU.BO,,,
Sugal & Damani Share Brokers Ltd,SUGALDAM.BO,,,
Nettlinx Ltd,NETTLINX.BO,,,
Scan Steels Ltd,SCANSTL.BO,,,
GIC Housing Finance Ltd,GICHSGFIN.BO,,,
Mathew Easow Research Securities Lt,MATHEWE.BO,,,
Ajcon Global Services Ltd,AJCON.BO,,,
Chartered Capital & Investment Ltd,CHRTEDCA.BO,,,
Standard Capital Markets Ltd,STANCAP.BO,,,
Parsharti Investments Ltd,PARSHINV.BO,,,
Cubical Financial Services Ltd,CUBIFIN.BO,,,
Relic Technologies Ltd,RELICTEC.BO,,,
Nimbus Projects Ltd,NIMBSPROJ.BO,,,
Baid Leasing And Finance CoLtd,BALFC.BO,,,
Vipul Ltd,VIPUL.BO,,,
KZLeasing & Finance Ltd,KZLFIN.BO,,,
Ushdev International Ltd,USHDI.BO,,,
Mehta Securities Ltd,MEHSECU.BO,,,
UGRO CAPITAL Ltd,UGROCAP.BO,,,
Shalibhadra Finance Ltd,SAHLIBHFI.BO,,,
Mansi Finance (Chennai) Ltd,MANSIFIN.BO,,,
Upasana Finance Ltd,UPASAFN.BO,,,
Muthoot Capital Services Ltd,MUTHTFN.BO,,,
Master Trust Ltd,MASTERTR.BO,,,
Nilkanth Engineering Ltd,ZNILKENG.BO,,,
Amani Trading & Exports Ltd,AMANITRA.BO,,,
Tea Time Ltd,TEATIME.BO,,,
Sobhagya Merchantile Ltd,SOBME.BO,,,
CNI Research Ltd,CNIRESLTD.BO,,,
Saraswati Commercial (India) Ltd,ZSARACOM.BO,,,
Winro Commercial (India) Ltd,WINROC.BO,,,
NDMetal Industries Ltd,NDMETAL.BO,,,
Inertia Steel Ltd,INERTIAST.BO,,,
PH Trading Ltd,PHTRADING.BO,,,
Kapil Cotex  Ltd,KAPILCO.BO,,,
Aaswa Trading & Export Ltd,ASWTR.BO,,,
Royal India Corporation Ltd,ROYALIND.BO,,,
Luharuka Media & Infra Ltd,LUHARUKA.BO,,,
Ventura Guaranty Ltd,SHYAM.BO,,,
Sanmitra Commercial Ltd,ZSANMCOM.BO,,,
Ayoki Mercantile Ltd,AYOME.BO,,,
VISHVPRABHA VENTURES Ltd,VISVEN.BO,,,
Mrugesh Trading Ltd,MRUTR.BO,,,
Deccan Gold Mines Ltd,DECNGOLD.BO,,,
UPL Ltd,UPL.BO,,,
Anshuni Commercials Ltd,ANSHNCO.BO,,,
Cranes Software International Ltd,CRANESSOFT.BO,,,
Punit Commercials Ltd,PUNITCO.BO,,,
Triochem Products Ltd,TRIPR.BO,,,
Nidhi Granites Ltd,NIDHGRN.BO,,,
Aviva Industries Ltd,AVIVA.BO,,,
Twin Roses Trades & Agencies Ltd,TWIROST.BO,,,
Signet Industries Ltd,SIGNETIND.BO,,,
M LAKHAMSI INDUSTRIES Ltd,MLINDLTD.BO,,,
Terraform Realstate Ltd,TERRAREAL.BO,,,
SECUREKLOUD TECHNOLOGIES Ltd,SECURKLOUD.BO,,,
ABans Enterprises Ltd,ABANSENT.BO,,,
Capricorn Systems Global Solutions Ltd,CAPRICORN.BO,,,
Vama Industries Ltd,VAMA.BO,,,
Sunteck Realty Ltd,SUNTECK.BO,,,
Bentley Commercial Enterprises Ltd,BENTCOM.BO,,,
Silver oak Commercial Ltd,SILVERO.BO,,,
Classic Electricals Ltd,CLASELE.BO,,,
STEPHANOTIS FINANCE Ltd,STEPHANOTIS.BO,,,
Prism Medico and Pharmacy Ltd,PRISMMEDI.BO,,,
SPV GLOBAL TRADING Ltd,SPVGLOBAL.BO,,,
Veritas (India) Ltd,VERITAS.BO,,,
Jai Corp Ltd,JAICORPLTD.BO,,,
Nivi Trading Ltd,ZNIVITRD.BO,,,
Ashirwad Capital Ltd,ASHCAP.BO,,,
Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP.BO,,,
Bajaj Global Ltd,BAJGLOB.BO,,,
Media Matrix Worldwide Ltd,MMWL.BO,,,
Tashi India Ltd,TASHIND.BO,,,
Autoriders International Ltd,AUTOINT.BO,,,
N2N Technologies Ltd,NNTL.BO,,,
Speedage Commercials Ltd,ZSPEEDCO.BO,,,
Bhagyanagar India Ltd,BHAGYNAGAR.BO,,,
Shantai Industries Ltd,SHANTAI.BO,,,
Chambal Breweries & Distilleries Li,CHMBBRW.BO,,,
Mansoon Trading Co Ltd,ZMANSOON.BO,,,
Kintech Renewables Ltd,KRL.BO,,,
Mahashree Trading Ltd,MAHSHRE.BO,,,
CES Ltd,CESL.BO,,,
Aravali Securities & Finance Ltd,ARAVALIS.BO,,,
Yash Trading & Finance Ltd,YASTF.BO,,,
Sword-Edge Commercials Ltd,SWORDEDGE.BO,,,
Sheraton Properties & Finance Ltd,ZSHERAPR.BO,,,
Magnanimous Trade & Finance Ltd,MAGANTR.BO,,,
Cressanda Solutions Ltd,CRESSAN.BO,,,
STARTECK FINANCE Ltd,STARTECK.BO,,,
Shardul Securities Ltd,SHARDUL.BO,,,
Kapashi Commercials Ltd,KAPASHI.BO,,,
Bengal Steel Industries Ltd,BENGALS.BO,,,
Uniworth Securities Ltd,UNIWSEC.BO,,,
Mercury Trade Links Ltd,MERCTRD.BO,,,
Nirav Commercials Ltd,NIRAVCOM.BO,,,
Asutosh Enterprise Ltd,ASUTENT.BO,,,
Apollo Finvest (India) Ltd,APOLLOFI.BO,,,
Ganon Products Ltd,GANONPRO.BO,,,
Devinsu Trading Ltd,DEVITRD.BO,,,
Shri Jagdamba Polymers Ltd,SHRJAGP.BO,,,
Lloyds Metals and Energy Ltd,LLOYDSME.BO,,,
Punctual Trading Ltd,PUNCTRD.BO,,,
Shree Global  Tradefin  L t d,SHRGLTR.BO,,,
Betex India Ltd,BETXIND.BO,,,
Gayatri Tissue & Papers Ltd,GYTRIPA.BO,,,
Polytex India Ltd,POLYTEX.BO,,,
Dhanlaxmi Cotex Ltd,DHANCOT.BO,,,
Oasis Securities Ltd,OASISEC.BO,,,
Garnet International Ltd,GARNETINT.BO,,,
Shalimar Productions Ltd,SHALPRO.BO,,,
Varun Mercantile Ltd,VARUNME.BO,,,
Donear Industries Ltd,DONEAR.BO,,,
Neptune Exports Ltd,NEPTEXP.BO,,,
Super Sales India Ltd,SUPER.BO,,,
Sequent Scientific Ltd,SEQUENT.BO,,,
State Trading Corporation of India,STCINDIA.BO,,,
Zenith Exports Ltd,ZENITHEXPO.BO,,,
Avanti Feeds ltd,AVANTI.BO,,,
Zodiac-JRD-MKJ Ltd,ZODJRDMKJ.BO,,,
Sita Enterprises LTD,SITAENT.BO,,,
Pulsar International Ltd,PULSRIN.BO,,,
Unimode Overseas Ltd,UNIMOVR.BO,,,
KEYNOTE FINANCIAL SERVICES Ltd,KEYFINSER.BO,,,
Adani Enterprises Ltd,ADANIENT.BO,,,
Macro (International) Exports ltd,MACINTR.BO,,,
Haria Exports Ltd,HARIAEXPO.BO,,,
Bhandari Hosiery Exports Ltd,BHANDHOS.BO,,,
RLF Ltd,RLF.BO,,,
Regent Enterprises Ltd,REGENTRP.BO,,,
Orbit Exports Ltd,ORBTEXP.BO,,,
Savera Industries Ltd,SAVERA.BO,,,
VBC Ferro Alloys Ltd,VBCFERROQ.BO,,,
TATA STEEL LONG PRODUCTS Ltd,TATASTLLP.BO,,,
Nava Bharat Ventures Ltd,NBVENTURES.BO,,,
Hindusthan Udyog Ltd,ZHINUDYP.BO,,,
Remi Edelstahl Tubulars Ltd,REMIEDEL.BO,,,
GS Auto International Ltd,GSAUTO.BO,,,
Trans-Freight Containers Ltd,TRANSFRE.BO,,,
Shivalik Bimetal Controls Ltd,SHBCLQ.BO,,,
Gandhi Special Tubes Ltd,GANDHITUBE.BO,,,
Amforge Industries Ltd,AMFORG.BO,,,
ABC Gas (International) Ltd,ABCGAS.BO,,,
Oricon Enterprises Ltd,ORICON.BO,,,
Acrow (India) Ltd,ACROW.BO,,,
Steel Strips Infrastructures Ltd,STLSTRINF.BO,,,
Uttam Galva Steels Ltd,UTTAMSTL.BO,,,
Pennar Industries Ltd,PENIND.BO,,,
Jyoti Structures Ltd,JYOTISTRUC.BO,,,
Jay Ushin Ltd,JAYUSH.BO,,,
Steel Strips & Wheels Ltd,SSWL.BO,,,
Man Industries (India) Ltd,MANINDS.BO,,,
IMEC SERVICES Ltd,IMEC.BO,,,
Modern Steels Ltd,MDRNSTL.BO,,,
TERRASCOPE VENTURES Ltd,TERRASCOPE.BO,,,
Synthiko Foils Ltd,SYNTHFO.BO,,,
Golkonda Aluminium Extrusions Ltd,GOLKONDA.BO,,,
Metalyst Forgings Ltd,METALFORGE.BO,,,
Grand Foundry Ltd,GRANDFONRY.BO,,,
Ajmera Realty & Infra India Ltd,AJMERA.BO,,,
Cochin Minerals & Rutile Ltd,COCHINM.BO,,,
India Steel Works Ltd,ISWL.BO,,,
Rajkumar Forge Ltd,RJKMRFR.BO,,,
Carborundum Universal Ltd,CARBORUNIV.BO,,,
MMTC Ltd,MMTC.BO,,,
Vallabh Steels ltd,VALLABHSQ.BO,,,
Ashiana Ispat Ltd,ASHIS.BO,,,
PM Telelinnks Ltd,PMTELELIN.BO,,,
Smiths & Founders (India) Ltd,SMFIL.BO,,,
Maitri Enterprises Ltd,MAITRI.BO,,,
Tata Metaliks Ltd,TATAMETALI.BO,,,
Shah Alloys Ltd,SHAHALLOYS.BO,,,
JSW ISPAT SPECIAL PRODUCTS Ltd,JSWISPL.BO,,,
Elango Industries Ltd,ELANGO.BO,,,
Kanishk Steel Industries Ltd,KANSHST.BO,,,
Mahalaxmi Seamless Ltd,MAHALXSE.BO,,,
Simplex Castings Ltd,SIMPLEXCAS.BO,,,
Shree Steel Wire Ropes Ltd,SSWRL.BO,,,
Mewat Zinc Ltd,MEWATZI.BO,,,
Southern Magnesium And Chemicals Lt,SOUTHMG.BO,,,
Baroda Extrusion Ltd,BAROEXT.BO,,,
Gujarat Containers Ltd,GUJCONT.BO,,,
Kalyani Forge Ltd,KALYANIFRG.BO,,,
Panchmahal Steel Ltd,PANCHMAHQ.BO,,,
Aditya Ispat Ltd,ADITYA.BO,,,
SRIndustries Ltd,SRIND.BO,,,
Steelcast Ltd,STEELCAS.BO,,,
PITTI ENGINEERING Ltd,PITTIENG.BO,,,
Glittek Granites Ltd,GLITTEKG.BO,,,
Pradeep Metals Ltd,PRADPME.BO,,,
Gujarat Natural Resources Ltd,GNRL.BO,,,
Tamilnadu Steel Tubes Ltd,TNSTLTU.BO,,,
Sharda Ispat Ltd,SHRDAIS.BO,,,
Mahamaya Steel Industries Ltd,MAHASTEEL.BO,,,
Foundry Fuel Products Ltd,FFPL.BO,,,
Hindustan Copper Ltd,HINDCOPPER.BO,,,
Axel Polymers Ltd,AXELPOLY.BO,,,
NLC India Ltd,NLCINDIA.BO,,,
Spectra Industries Ltd,SPECTRA.BO,,,
KIC Metaliks Ltd,KAJARIR.BO,,,
Solid Stone Company Ltd,SOLIDSTON.BO,,,
Shilp Gravures Ltd,SHILGRAVQ.BO,,,
White Organic Agro Ltd,WHITEORG.BO,,,
MFS Intercorp Ltd,MFSINTRCRP.BO,,,
Aro Granite Industries Ltd,AROGRANITE.BO,,,
Himachal Fibres Ltd,HIMFIBP.BO,,,
Rajkamal Synthetics Ltd,RAJKSYN.BO,,,
Deepak Spinners Ltd,DEEPAKSP.BO,,,
JBF Industries Ltd,JBFIND.BO,,,
Loyal Textiles Mills Ltd,LOYALTEX.BO,,,
Himatsingka Seide Ltd,HIMATSEIDE.BO,,,
BSL Ltd,BSL.BO,,,
Evergreen Textiles Ltd,EVERTEX.BO,,,
PBM Polytex Ltd,PBMPOLY.BO,,,
Adinath Textiles Ltd,ADINATH.BO,,,
Konark Synthetics  Ltd,KONARKSY.BO,,,
Suryalata Spinning Mills Ltd,SURYALA.BO,,,
Suryavanshi Spinning Mills Ltd,SURYVANSP.BO,,,
T T Ltd,TTL.BO,,,
Welspun India Ltd,WELSPUNIND.BO,,,
Indian Acrylics Ltd,INDIANACRY.BO,,,
Ganesha Ecosphere Ltd,GANECOS.BO,,,
Ceeta Industries Ltd,CEETAIN.BO,,,
Vardhman Polytex Ltd,VARDMNPOLY.BO,,,
Black Rose Industries Ltd,BLACKROSE.BO,,,
S & T Corporation Ltd,STCORP.BO,,,
Sumeet Industries Ltd,SUMEETINDS.BO,,,
Binny Ltd,BINNY.BO,,,
Ramgopal Polytex Ltd,RAMGOPOLY.BO,,,
Sangam (India) Ltd,SANGAMIND.BO,,,
TTL ENTERPRISES Ltd,TTLEL.BO,,,
Ikab Securities & Investment Ltd,IKAB.BO,,,
Kush Industries Ltd,KUSHIND.BO,,,
Sree chem Resins Ltd,SRECR.BO,,,
Surbhi Industries Ltd,SURBHIN.BO,,,
Seasons Textiles Ltd,SEASONST.BO,,,
Zenith Fibres Ltd,ZENIFIB.BO,,,
Bhilwara Spinners Ltd,BHILSPIN.BO,,,
Aarvee Denims & Exports Ltd,AARVEEDEN.BO,,,
Sanrhea Technical Textiles Ltd,SANTETX.BO,,,
Ashima Ltd,ASHIMASYN.BO,,,
Pioneer Embroideries Ltd,PIONEEREMB.BO,,,
Vippy Spinpro Ltd,VIPPYSP.BO,,,
Jaihind Synthetics Ltd,JAIHINDS.BO,,,
Raghuvir Synthetics Ltd,RAGHUSYN.BO,,,
Jattashankar Industries Ltd,JATTAINDUS.BO,,,
Kamadgiri Fashion Ltd,KAMADGIRI.BO,,,
Patspin India Ltd,PATSPINLTD.BO,,,
ONE GLOBAL SERVICE PROVIDER Ltd,ONEGLOBAL.BO,,,
Neo Infracon Ltd,NEOINFRA.BO,,,
GENESIS IBRC INDIA Ltd,GENESIS.BO,,,
